"","date","SiteID","Salinity_Final","TA_Raw","Salinity_lab_Silbiger","pH_insitu","TempInSitu"
"111",20191115,"250",35.28,2342.033,34.48,7.91349514123541,26.7
"112",20191115,"279",35.53,2258.424,34.69,7.95153427616575,27.2
"113",20191118,"134",35.24,2280.137,34.81,8.04757327463373,27.2
"114",20191118,"137",35.21,2274.123,34.79,8.04951343822996,27.3
"115",20191118,"140",35.2,2282.695,34.83,8.06309824883762,27.2
"116",20191118,"141",35.12,2284.614,34.83,8.05630351487158,27.2
"117",20191118,"142",35.14,2275.605,34.77,8.05609805806692,27.2
"118",20191118,"143",35.11,2277.028,34.8,8.04782824786592,27.2
"119",20191118,"145",35.26,2275.945,34.81,8.05589787446478,26.9
"120",20191118,"162",34.27,2392.94,34.29,7.87189188579684,27.6
"121",20191118,"155B",35.44,2273.808,34.77,8.02711015716827,27.1
"122",20191118,"161B",35.29,2286.095,34.99,7.9393039329612,26.9
"123",20191118,"169B",35.15,2272.783,34.88,8.00538641382363,27.1
"124",20191119,"201",35.57,2267.24,34.9,7.93170154859918,26.9
"125",20191119,"202",28.44,2241.037,28.83,7.8319505469981,25.6
"126",20191119,"203",36.19,2283.216,34.93,7.9616694799753,26.4
"127",20191119,"204",34.89,2279.544,34.96,8.0266438069335,26.8
"128",20191119,"205",35.02,2279.716,34.41,7.91592141913859,26.3
"129",20191119,"206",35.69,2251.614,34.8,8.02153543931067,27.2
"130",20191119,"207",36.15,2269.56,34.95,7.98737668894665,26.7
"131",20191119,"208",34.87,2263.412,34.86,8.00140923940272,27.1
"132",20191119,"209",35.43,2256.641,34.82,7.98360561632703,26.7
"133",20191119,"210",35.54,2255.711,34.81,7.96558317257547,27.1
"134",20191119,"211",36.05,2263.077,34.79,7.96476938165309,26.6
"135",20191119,"212",36.16,2284.551,34.85,8.00602553904569,26.8
"136",20191119,"213",35.74,2264.119,34.8,7.95675923128085,26.7
"137",20191119,"214",36.14,2270.955,34.93,7.95390596646622,26.9
"138",20191119,"215",30.32,2233.273,29.98,7.87183636073138,26.1
"139",20191119,"123B",35.2,2256.516,34.74,8.02666025645275,27.1
"140",20191119,"132B",30.14,2255.022,34.84,7.95742074992966,27
"141",20191119,"133B",NA,2262.823,34.76,8.00963525764853,27
"142",20191119,"134B",35.24,2267.571,34.78,8.04859691342532,27
"143",20191119,"139B",34.48,2264.469,34.81,8.05529585655027,26.9
"144",20191119,"148B",35.57,2252.169,34.86,7.9796307393653,27
"145",20191119,"149B",35.23,2255.48,34.76,7.99787290416088,26.9
"146",20191119,"152B",35.08,2268.128,34.8,8.05079841737547,27.2
"147",20191119,"157B",NA,2254.902,34.8,7.98939038955942,27.1
"148",20191119,"158B",35.2,2263.334,34.81,7.96911899023714,26.9
"149",20191119,"159B",NA,2267.32,35.07,7.9869031060574,27.5
"150",20191119,"171B",NA,2256.872,34.85,7.97696919047125,26.9
"151",20191119,"172B",35.25,2221.131,34.88,7.83348673722483,26.8
"152",20191119,"173B",NA,2255.235,34.77,7.93917711768343,27
"153",20191120,"101",35.14,2264.802,34.8,8.01503435663941,27.2
"154",20191120,"102",NA,2264.258,34.83,8.03533652600971,27.2
"155",20191120,"103",34.18,2266.32,34.77,8.02985568422252,27.2
"156",20191120,"104",35.31,2262.575,34.81,7.97184320144235,26.8
"157",20191120,"105",35.25,2266.557,34.82,8.03853511638266,27
"158",20191120,"217",35.52,2254.233,34.75,7.99920172646636,26.2
"159",20191120,"218",35.63,2250.548,34.89,8.02027214346455,27.4
"160",20191120,"219",36.09,2266.951,34.8,7.93739056471444,26.7
"161",20191120,"220",34.65,2269.482,34.82,7.98477675045838,26.7
"162",20191120,"221",35.34,2272.287,34.47,7.91189288884214,27
"163",20191120,"222",35.6,2265.737,34.74,7.92950547526091,27
"164",20191120,"223",36.13,2273.587,34.82,7.9190628745394,26.4
"165",20191120,"224",33.66,2316.535,33.67,7.89130139315908,26.3
"166",20191120,"225",34.1,2322.288,34.12,7.81833064481209,26.4
"167",20191120,"226",36.13,2263.973,34.83,7.94157396452903,26.8
"168",20191120,"227",33.85,2291.966,33.72,7.82389331230667,26.2
"169",20191120,"229",35.6,2263.608,34.74,7.90882833528924,26.9
"170",20191120,"230",34.59,2345.309,33.95,7.83368793234738,26.2
"171",20191120,"231",36.13,2243.723,34.9,7.89535096952383,26.6
"172",20191120,"232",34.83,2265.453,34.78,7.99045115693676,27
"173",20191120,"233",35.63,2263.359,34.75,7.95704258751655,26.5
"174",20191120,"104B",35.41,2257.714,34.9,7.97403012844454,25.6
"175",20191120,"112B",35.1,2265.381,34.93,8.01215503871368,27
"176",20191120,"117B",35.14,2260.324,34.88,8.01914680181824,27.2
"177",20191120,"120B",34.51,2253.075,34.76,7.9935297837566,27.3
